ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300102.SZ,20190319,6.98,7.04,6.91,6.96,7.0,-0.04,-0.5714,115144.15,80158.683
300102.SZ,20190320,6.97,7.0,6.72,6.86,6.96,-0.1,-1.4368,142668.01,97765.204
300102.SZ,20190321,6.86,7.01,6.83,6.95,6.86,0.09,1.312,161734.57,112003.393
300102.SZ,20190322,6.93,6.95,6.77,6.91,6.95,-0.04,-0.5755,126875.0,87145.102
300102.SZ,20190325,6.83,7.1,6.81,7.02,6.91,0.11,1.5919,221803.82,155440.471
300102.SZ,20190326,6.99,7.01,6.61,6.65,7.02,-0.37,-5.2707,176271.86,120082.225
300102.SZ,20190327,6.68,6.75,6.56,6.72,6.65,0.07,1.0526,86026.79,57353.105
300102.SZ,20190328,6.72,6.82,6.62,6.73,6.72,0.01,0.1488,89698.5,60558.908
300102.SZ,20190329,6.72,6.96,6.61,6.95,6.73,0.22,3.2689,142518.32,97026.081
300102.SZ,20190401,7.0,7.15,6.92,7.12,6.95,0.17,2.446,180394.85,127489.546
300102.SZ,20190402,7.11,7.14,7.04,7.05,7.12,-0.07,-0.9831,135434.01,95981.019
300102.SZ,20190403,7.0,7.25,6.96,7.23,7.05,0.18,2.5532,188851.6,133863.3
300102.SZ,20190404,7.52,7.67,7.16,7.17,7.23,-0.06,-0.8299,290252.22,212663.924
300102.SZ,20190408,7.15,7.24,6.94,7.01,7.17,-0.16,-2.2315,176368.95,124531.981
300102.SZ,20190409,6.99,7.06,6.94,7.03,7.01,0.02,0.2853,89019.6,62316.073
300102.SZ,20190410,6.89,6.89,6.72,6.8,7.03,-0.23,-3.2717,169624.39,115333.859
300102.SZ,20190411,6.78,6.83,6.7,6.73,6.8,-0.07,-1.0294,95147.0,64136.99
300102.SZ,20190412,6.73,6.79,6.71,6.76,6.73,0.03,0.4458,59212.02,39928.921
300102.SZ,20190415,6.81,6.85,6.67,6.7,6.76,-0.06,-0.8876,82124.49,55653.762
300102.SZ,20190416,6.64,6.8,6.59,6.8,6.7,0.1,1.4925,101118.98,67631.548
300102.SZ,20190417,6.77,6.85,6.77,6.81,6.8,0.01,0.1471,99055.78,67518.764
300102.SZ,20190418,6.82,6.82,6.72,6.73,6.81,-0.08,-1.1747,87564.03,59163.926
300102.SZ,20190419,6.75,6.84,6.71,6.83,6.73,0.1,1.4859,90771.2,61683.828
300102.SZ,20190422,6.85,6.89,6.73,6.74,6.83,-0.09,-1.3177,87222.19,59532.004
300102.SZ,20190423,6.69,6.69,6.26,6.41,6.74,-0.33,-4.8961,202284.02,130085.121
300102.SZ,20190424,6.4,6.41,6.23,6.4,6.41,-0.01,-0.156,111140.6,70377.944
300102.SZ,20190425,6.35,6.4,6.17,6.19,6.4,-0.21,-3.2813,83213.0,52302.233
300102.SZ,20190426,6.16,6.22,6.12,6.14,6.19,-0.05,-0.8078,53917.2,33307.246
300102.SZ,20190429,6.16,6.2,5.95,5.96,6.14,-0.18,-2.9316,94468.19,56990.825
300102.SZ,20190430,5.97,6.1,5.97,6.08,5.96,0.12,2.0134,51376.55,31092.537
300102.SZ,20190506,5.99,5.99,5.61,5.66,6.08,-0.42,-6.9079,104524.78,60785.911
300102.SZ,20190507,5.73,5.75,5.58,5.71,5.66,0.05,0.8834,51305.02,29168.601
300102.SZ,20190508,5.63,5.75,5.59,5.69,5.71,-0.02,-0.3503,46425.37,26453.609
300102.SZ,20190509,5.7,5.77,5.67,5.73,5.69,0.04,0.703,34648.2,19884.466
300102.SZ,20190510,5.75,5.92,5.7,5.91,5.73,0.18,3.1414,78840.71,46046.901
300102.SZ,20190513,5.84,5.96,5.84,5.88,5.91,-0.03,-0.5076,41743.55,24632.44
300102.SZ,20190514,5.81,5.88,5.79,5.79,5.88,-0.09,-1.5306,35384.02,20613.061
300102.SZ,20190515,5.82,5.88,5.82,5.86,5.79,0.07,1.209,37321.0,21857.662
300102.SZ,20190516,5.87,5.96,5.82,5.93,5.86,0.07,1.1945,57114.02,33662.922
300102.SZ,20190517,5.94,6.04,5.82,5.86,5.93,-0.07,-1.1804,86147.0,51167.23
300102.SZ,20190520,5.93,6.45,5.88,6.17,5.86,0.31,5.2901,193876.2,119561.903
300102.SZ,20190521,6.08,6.3,6.01,6.11,6.17,-0.06,-0.9724,129699.31,79419.762
300102.SZ,20190522,6.09,6.15,5.89,5.95,6.11,-0.16,-2.6187,128771.04,77118.989
300102.SZ,20190523,5.96,6.05,5.86,5.89,5.95,-0.06,-1.0084,99081.0,59005.416
300102.SZ,20190524,5.8,5.82,5.62,5.68,5.89,-0.21,-3.5654,95262.22,54326.911
300102.SZ,20190527,5.74,5.91,5.64,5.88,5.68,0.2,3.5211,75963.9,44154.854
300102.SZ,20190528,5.89,5.94,5.83,5.87,5.88,-0.01,-0.1701,71046.0,41826.427
300102.SZ,20190529,6.0,6.16,5.89,6.06,5.87,0.19,3.2368,168705.64,102265.9
300102.SZ,20190530,5.95,6.01,5.76,5.84,6.06,-0.22,-3.6304,122518.24,71759.289
300102.SZ,20190531,6.0,6.01,5.82,5.82,5.84,-0.02,-0.3425,68399.02,40483.413
300102.SZ,20190603,5.82,5.87,5.65,5.76,5.82,-0.06,-1.0309,72298.55,41589.397
300102.SZ,20190604,5.75,5.78,5.69,5.77,5.76,0.01,0.1736,51600.0,29604.855
300102.SZ,20190605,5.81,5.83,5.73,5.8,5.77,0.03,0.5199,40253.37,23235.39
300102.SZ,20190606,5.65,5.82,5.65,5.76,5.8,-0.04,-0.6897,60218.9,34694.636
300102.SZ,20190610,5.9,5.9,5.82,5.85,5.76,0.09,1.5625,60485.0,35480.55
300102.SZ,20190611,5.85,6.03,5.78,6.0,5.85,0.15,2.5641,92982.02,55065.966
300102.SZ,20190612,5.95,5.98,5.9,5.94,6.0,-0.06,-1.0,57128.0,33927.104
300102.SZ,20190613,5.96,6.01,5.92,5.99,5.94,0.05,0.8418,68828.0,41117.434
300102.SZ,20190614,5.96,5.97,5.84,5.84,5.99,-0.15,-2.5042,50470.0,29856.308
300102.SZ,20190617,5.85,5.94,5.81,5.9,5.84,0.06,1.0274,35507.02,20890.547
300102.SZ,20190618,5.9,6.04,5.9,5.98,5.9,0.08,1.3559,57507.02,34458.72
300102.SZ,20190619,6.07,6.11,6.01,6.03,5.98,0.05,0.8361,118214.7,71824.274
300102.SZ,20190620,6.0,6.1,5.94,6.04,6.03,0.01,0.1658,57020.0,34413.84
300102.SZ,20190621,6.18,6.24,6.05,6.09,6.04,0.05,0.8278,95937.68,58959.938
300102.SZ,20190624,6.12,6.12,5.97,6.0,6.09,-0.09,-1.4778,73762.0,44476.399
300102.SZ,20190625,6.0,6.03,5.87,5.94,6.0,-0.06,-1.0,55711.81,33050.592
300102.SZ,20190626,5.92,5.98,5.89,5.93,5.94,-0.01,-0.1684,41143.39,24445.187
300102.SZ,20190627,5.97,6.03,5.93,5.98,5.93,0.05,0.8432,41502.4,24846.568
300102.SZ,20190628,5.98,6.01,5.81,5.83,5.98,-0.15,-2.5084,37866.43,22240.454
300102.SZ,20190701,5.91,6.03,5.9,6.01,5.83,0.18,3.0875,50913.54,30422.408
300102.SZ,20190702,6.02,6.03,5.93,5.95,6.01,-0.06,-0.9983,36902.43,22033.364
300102.SZ,20190703,5.95,5.95,5.83,5.86,5.95,-0.09,-1.5126,32998.27,19388.616
300102.SZ,20190704,5.85,5.9,5.81,5.84,5.86,-0.02,-0.3413,28960.0,16937.104
300102.SZ,20190705,5.82,5.9,5.8,5.82,5.84,-0.02,-0.3425,40029.0,23328.806
300102.SZ,20190708,5.82,5.82,5.45,5.52,5.82,-0.3,-5.1546,74270.0,41491.346
300102.SZ,20190709,5.53,5.57,5.48,5.56,5.52,0.04,0.7246,28463.0,15701.034
300102.SZ,20190710,5.56,5.57,5.42,5.45,5.54,-0.09,-1.6245,24638.26,13523.186
300102.SZ,20190711,5.48,5.51,5.41,5.43,5.45,-0.02,-0.367,23219.26,12677.762
300102.SZ,20190712,5.42,5.47,5.41,5.44,5.43,0.01,0.1842,17591.25,9566.134
300102.SZ,20190715,5.42,5.44,5.22,5.38,5.44,-0.06,-1.1029,42368.0,22599.65
300102.SZ,20190716,5.36,5.44,5.33,5.41,5.38,0.03,0.5576,22650.43,12219.009
300102.SZ,20190717,5.42,5.51,5.38,5.48,5.41,0.07,1.2939,29555.56,16178.178
300102.SZ,20190718,5.46,5.46,5.31,5.34,5.48,-0.14,-2.5547,24072.0,12963.506
300102.SZ,20190719,5.34,5.45,5.34,5.37,5.34,0.03,0.5618,18079.43,9755.585
300102.SZ,20190722,5.38,5.41,5.2,5.32,5.37,-0.05,-0.9311,35439.42,18676.004
300102.SZ,20190723,5.32,5.51,5.24,5.48,5.32,0.16,3.0075,60746.04,32935.288
300102.SZ,20190724,5.47,5.57,5.44,5.54,5.48,0.06,1.0949,48860.02,26940.751
300102.SZ,20190725,5.5,5.63,5.46,5.5,5.54,-0.04,-0.722,41232.03,22784.981
300102.SZ,20190726,5.46,5.51,5.44,5.47,5.5,-0.03,-0.5455,25465.4,13909.744
300102.SZ,20190729,5.45,5.55,5.45,5.5,5.47,0.03,0.5484,31493.39,17326.683
300102.SZ,20190730,5.49,5.57,5.49,5.51,5.5,0.01,0.1818,22610.02,12506.368
300102.SZ,20190731,5.55,5.56,5.48,5.49,5.51,-0.02,-0.363,17945.68,9880.459
300102.SZ,20190801,5.48,5.49,5.37,5.44,5.49,-0.05,-0.9107,23512.68,12733.577
300102.SZ,20190802,5.36,5.36,5.23,5.27,5.44,-0.17,-3.125,31765.57,16807.097
300102.SZ,20190805,5.29,5.32,5.18,5.18,5.27,-0.09,-1.7078,26796.28,14017.053
300102.SZ,20190806,5.11,5.11,4.75,4.94,5.18,-0.24,-4.6332,59384.88,29240.467
300102.SZ,20190807,4.97,4.98,4.88,4.89,4.94,-0.05,-1.0121,24266.17,11940.224
300102.SZ,20190808,4.9,4.95,4.85,4.88,4.89,-0.01,-0.2045,24061.0,11786.141
300102.SZ,20190809,4.89,4.94,4.75,4.78,4.88,-0.1,-2.0492,30364.75,14680.952
300102.SZ,20190812,4.71,4.87,4.71,4.87,4.78,0.09,1.8828,24000.43,11538.065
300102.SZ,20190813,4.83,4.86,4.79,4.8,4.87,-0.07,-1.4374,15561.0,7499.614
300102.SZ,20190814,4.85,4.9,4.81,4.82,4.8,0.02,0.4167,19997.46,9694.486
300102.SZ,20190815,4.72,4.87,4.68,4.87,4.82,0.05,1.0373,29193.0,13913.553
300102.SZ,20190816,4.87,4.9,4.83,4.88,4.87,0.01,0.2053,23083.0,11268.84
300102.SZ,20190819,4.9,5.02,4.86,5.0,4.88,0.12,2.459,38222.02,19001.171
300102.SZ,20190820,5.01,5.06,4.98,5.0,5.0,0.0,0.0,37330.15,18751.228
300102.SZ,20190821,4.99,5.04,4.98,4.99,5.0,-0.01,-0.2,35553.0,17826.176
300102.SZ,20190822,5.02,5.12,4.99,5.08,4.99,0.09,1.8036,52979.88,26831.847
300102.SZ,20190823,5.03,5.06,4.96,5.0,5.08,-0.08,-1.5748,41534.0,20781.764
300102.SZ,20190826,4.91,4.93,4.84,4.86,5.0,-0.14,-2.8,34982.65,17087.109
300102.SZ,20190827,4.88,5.05,4.88,5.02,4.86,0.16,3.2922,50441.51,25169.964
300102.SZ,20190828,5.02,5.05,5.01,5.04,5.02,0.02,0.3984,41423.0,20839.925
300102.SZ,20190829,5.03,5.09,4.99,4.99,5.04,-0.05,-0.9921,28676.0,14422.958
300102.SZ,20190830,5.05,5.05,4.81,4.88,4.99,-0.11,-2.2044,46967.0,23180.021
300102.SZ,20190902,4.83,5.08,4.83,5.06,4.88,0.18,3.6885,58742.02,29422.279
300102.SZ,20190903,5.06,5.12,5.05,5.11,5.06,0.05,0.9881,38112.28,19378.358
300102.SZ,20190904,5.1,5.14,5.05,5.11,5.11,0.0,0.0,53698.0,27389.079
300102.SZ,20190905,5.13,5.22,5.08,5.13,5.11,0.02,0.3914,68283.2,35263.357
300102.SZ,20190906,5.13,5.22,5.11,5.16,5.13,0.03,0.5848,37012.0,19092.449
300102.SZ,20190909,5.18,5.35,5.16,5.33,5.16,0.17,3.2946,80235.59,42342.148
300102.SZ,20190910,5.32,5.38,5.29,5.35,5.33,0.02,0.3752,64033.61,34189.641
300102.SZ,20190911,5.34,5.43,5.27,5.28,5.35,-0.07,-1.3084,59746.0,31938.691
300102.SZ,20190912,5.3,5.38,5.28,5.34,5.28,0.06,1.1364,44055.0,23490.427
300102.SZ,20190916,5.35,5.41,5.33,5.36,5.34,0.02,0.3745,38478.62,20682.535
300102.SZ,20190917,5.31,5.35,5.19,5.28,5.36,-0.08,-1.4925,61299.01,32136.444
300102.SZ,20190918,5.3,5.66,5.2,5.21,5.28,-0.07,-1.3258,139778.96,74618.596
300102.SZ,20190919,5.2,5.64,5.05,5.46,5.21,0.25,4.7985,242066.45,131684.222
300102.SZ,20190920,5.43,5.55,5.38,5.44,5.46,-0.02,-0.3663,163368.94,89122.934
300102.SZ,20190923,5.44,5.44,5.26,5.3,5.44,-0.14,-2.5735,85618.51,45437.599
300102.SZ,20190924,5.31,5.44,5.31,5.41,5.3,0.11,2.0755,96928.28,52185.298
300102.SZ,20190925,5.36,5.39,5.14,5.14,5.41,-0.27,-4.9908,92180.07,48104.205
300102.SZ,20190926,5.15,5.19,4.9,4.94,5.14,-0.2,-3.8911,64277.9,32247.058
300102.SZ,20190927,4.93,5.01,4.92,4.94,4.94,0.0,0.0,39654.02,19678.97
300102.SZ,20190930,4.96,4.96,4.8,4.8,4.94,-0.14,-2.834,33225.1,16173.432
300102.SZ,20191008,4.83,4.87,4.73,4.75,4.8,-0.05,-1.0417,30745.37,14726.223
300102.SZ,20191009,4.72,4.83,4.71,4.81,4.75,0.06,1.2632,27589.67,13172.36
300102.SZ,20191010,4.8,4.87,4.77,4.85,4.81,0.04,0.8316,30907.19,14886.973
300102.SZ,20191011,4.84,4.87,4.78,4.83,4.85,-0.02,-0.4124,33745.74,16280.6
300102.SZ,20191014,4.86,4.92,4.85,4.87,4.83,0.04,0.8282,34156.0,16664.885
300102.SZ,20191015,4.73,4.79,4.68,4.71,4.87,-0.16,-3.2854,56147.06,26542.467
300102.SZ,20191016,4.7,4.75,4.57,4.57,4.71,-0.14,-2.9724,64412.75,29883.499
300102.SZ,20191017,4.57,4.6,4.52,4.54,4.57,-0.03,-0.6565,31564.0,14397.191
300102.SZ,20191018,4.55,4.6,4.43,4.47,4.54,-0.07,-1.5419,38425.82,17299.048
300102.SZ,20191021,4.51,4.6,4.44,4.59,4.47,0.12,2.6846,49112.9,22360.973
300102.SZ,20191022,4.59,4.61,4.55,4.59,4.59,0.0,0.0,32083.27,14692.042
300102.SZ,20191023,4.59,4.59,4.51,4.54,4.59,-0.05,-1.0893,25278.36,11502.957
300102.SZ,20191024,4.55,4.55,4.44,4.54,4.54,0.0,0.0,48486.0,21744.619
300102.SZ,20191025,4.5,4.55,4.46,4.53,4.54,-0.01,-0.2203,31710.74,14277.933
300102.SZ,20191028,4.52,4.67,4.51,4.65,4.53,0.12,2.649,60465.22,27869.305
300102.SZ,20191029,4.65,4.66,4.54,4.54,4.65,-0.11,-2.3656,46406.0,21276.212
300102.SZ,20191030,4.55,4.57,4.39,4.46,4.54,-0.08,-1.7621,52755.98,23529.695
300102.SZ,20191031,4.45,4.46,4.32,4.46,4.46,0.0,0.0,70338.0,30824.2
300102.SZ,20191101,4.42,4.42,4.34,4.38,4.46,-0.08,-1.7937,39489.02,17281.395
300102.SZ,20191104,4.38,4.39,4.26,4.27,4.38,-0.11,-2.5114,47012.0,20338.68
300102.SZ,20191105,4.27,4.29,4.14,4.15,4.27,-0.12,-2.8103,67135.47,28088.467
300102.SZ,20191106,4.17,4.22,4.03,4.05,4.15,-0.1,-2.4096,68728.47,28287.444
300102.SZ,20191107,4.07,4.17,4.05,4.13,4.05,0.08,1.9753,50643.47,20841.775
300102.SZ,20191108,4.17,4.2,4.06,4.09,4.13,-0.04,-0.9685,42258.48,17481.467
300102.SZ,20191111,4.02,4.05,3.85,3.92,4.09,-0.17,-4.1565,61194.02,24040.327
300102.SZ,20191112,3.91,3.97,3.86,3.96,3.92,0.04,1.0204,41608.48,16291.453
300102.SZ,20191113,3.95,3.95,3.86,3.91,3.96,-0.05,-1.2626,27946.48,10926.146
300102.SZ,20191114,3.89,3.98,3.89,3.96,3.91,0.05,1.2788,38246.62,15104.866
300102.SZ,20191115,3.97,4.03,3.94,3.95,3.96,-0.01,-0.2525,40990.19,16337.954
300102.SZ,20191118,3.97,3.97,3.89,3.93,3.95,-0.02,-0.5063,32235.33,12664.291
300102.SZ,20191119,3.93,4.06,3.91,4.05,3.93,0.12,3.0534,41864.65,16767.377
300102.SZ,20191120,4.03,4.08,4.0,4.03,4.05,-0.02,-0.4938,39538.08,15997.957
300102.SZ,20191121,4.01,4.07,3.99,4.01,4.03,-0.02,-0.4963,28146.0,11332.954
300102.SZ,20191122,4.02,4.1,3.98,3.99,4.01,-0.02,-0.4988,45227.0,18205.011
300102.SZ,20191125,3.99,4.13,3.99,4.04,3.99,0.05,1.2531,52279.59,21103.878
300102.SZ,20191126,4.04,4.05,3.92,3.93,4.04,-0.11,-2.7228,43192.88,17122.909
300102.SZ,20191127,3.93,3.97,3.87,3.95,3.93,0.02,0.5089,38705.33,15193.491
300102.SZ,20191128,3.94,3.99,3.91,3.92,3.95,-0.03,-0.7595,28837.53,11390.125
300102.SZ,20191129,3.95,4.07,3.9,4.06,3.92,0.14,3.5714,71718.43,28794.879
300102.SZ,20191202,4.06,4.47,4.04,4.47,4.06,0.41,10.0985,139026.61,60164.677
300102.SZ,20191203,4.57,4.69,4.4,4.47,4.47,0.0,0.0,349473.71,158523.764
300102.SZ,20191204,4.35,4.45,4.26,4.29,4.47,-0.18,-4.0268,189853.0,82224.171
300102.SZ,20191205,4.3,4.43,4.27,4.41,4.29,0.12,2.7972,176076.14,76782.487
300102.SZ,20191206,4.4,4.85,4.31,4.85,4.41,0.44,9.9773,332566.28,154614.472
300102.SZ,20191209,4.99,5.06,4.68,4.72,4.85,-0.13,-2.6804,417128.16,201794.502
300102.SZ,20191210,4.72,4.96,4.6,4.87,4.72,0.15,3.178,340736.32,163007.317
300102.SZ,20191211,5.01,5.36,4.92,4.92,4.87,0.05,1.0267,416740.05,213907.801
300102.SZ,20191212,5.03,5.28,4.9,5.09,4.92,0.17,3.4553,378320.0,194018.502
300102.SZ,20191213,5.09,5.09,4.8,4.92,5.09,-0.17,-3.3399,309598.16,152620.791
300102.SZ,20191216,4.92,5.23,4.87,5.23,4.92,0.31,6.3008,338984.22,173158.979
300102.SZ,20191217,5.15,5.39,5.13,5.18,5.23,-0.05,-0.956,337284.77,176195.036
300102.SZ,20191218,5.23,5.57,5.18,5.42,5.18,0.24,4.6332,397431.39,215047.44
300102.SZ,20191219,5.31,5.35,5.15,5.22,5.42,-0.2,-3.69,232431.72,121405.442
300102.SZ,20191220,5.24,5.25,5.04,5.05,5.22,-0.17,-3.2567,178214.63,91419.029
300102.SZ,20191223,4.98,5.0,4.75,4.75,5.05,-0.3,-5.9406,154280.18,75198.202
300102.SZ,20191224,4.81,4.9,4.74,4.88,4.75,0.13,2.7368,132856.05,64148.438
300102.SZ,20191225,4.88,5.1,4.8,4.97,4.88,0.09,1.8443,171835.89,85077.774
300102.SZ,20191226,4.93,5.0,4.87,4.94,4.97,-0.03,-0.6036,111639.97,54979.101
300102.SZ,20191227,4.93,5.09,4.91,4.92,4.94,-0.02,-0.4049,155054.73,77527.354
300102.SZ,20191230,4.85,4.89,4.63,4.81,4.92,-0.11,-2.2358,109709.09,52587.179
300102.SZ,20191231,4.82,4.86,4.71,4.75,4.81,-0.06,-1.2474,78073.56,37178.254
300102.SZ,20200102,4.79,4.92,4.76,4.91,4.75,0.16,3.3684,94742.8,46086.62
300102.SZ,20200103,4.91,5.07,4.9,4.93,4.91,0.02,0.4073,114901.0,57167.642
300102.SZ,20200106,4.86,5.03,4.81,4.98,4.93,0.05,1.0142,128892.28,63918.38
300102.SZ,20200107,4.99,5.11,4.96,5.02,4.98,0.04,0.8032,121906.55,61003.123
300102.SZ,20200108,4.96,5.23,4.95,5.06,5.02,0.04,0.7968,188974.92,96098.256
300102.SZ,20200109,5.08,5.12,4.98,5.01,5.06,-0.05,-0.9881,138054.96,69468.7
300102.SZ,20200110,5.01,5.06,4.92,4.96,5.01,-0.05,-0.998,84778.95,42242.308
300102.SZ,20200113,4.93,5.01,4.84,5.01,4.96,0.05,1.0081,90404.13,44789.047
300102.SZ,20200114,5.03,5.03,4.88,4.88,5.01,-0.13,-2.5948,87011.0,43043.562
300102.SZ,20200115,4.9,4.94,4.81,4.9,4.88,0.02,0.4098,64597.8,31450.706
300102.SZ,20200116,4.92,4.94,4.82,4.82,4.9,-0.08,-1.6327,52994.0,25818.082
300102.SZ,20200117,4.82,4.84,4.71,4.73,4.82,-0.09,-1.8672,68173.52,32527.511
300102.SZ,20200120,4.76,4.87,4.63,4.84,4.73,0.11,2.3256,77205.15,36748.668
300102.SZ,20200121,4.82,4.87,4.76,4.77,4.84,-0.07,-1.4463,46389.0,22315.92
300102.SZ,20200122,4.75,4.86,4.65,4.85,4.77,0.08,1.6771,70751.16,33669.94
300102.SZ,20200123,4.79,4.82,4.47,4.54,4.85,-0.31,-6.3918,93032.49,43242.234
300102.SZ,20200203,4.09,4.09,4.09,4.09,4.54,-0.45,-9.9119,16905.0,6914.145
300102.SZ,20200204,3.69,3.92,3.69,3.89,4.09,-0.2,-4.89,142823.0,54967.568
300102.SZ,20200205,3.93,4.13,3.89,4.06,3.89,0.17,4.3702,111284.02,45048.074
300102.SZ,20200206,4.09,4.13,4.05,4.08,4.06,0.02,0.4926,82182.0,33583.697
300102.SZ,20200207,4.08,4.11,4.0,4.09,4.08,0.01,0.2451,92908.1,37668.012
300102.SZ,20200210,4.04,4.17,4.04,4.14,4.09,0.05,1.2225,101553.23,41613.127
300102.SZ,20200211,4.15,4.19,4.08,4.12,4.14,-0.02,-0.4831,74678.17,30804.34
300102.SZ,20200212,4.14,4.47,4.11,4.32,4.12,0.2,4.8544,172852.14,74105.221
300102.SZ,20200213,4.36,4.67,4.13,4.53,4.32,0.21,4.8611,261757.32,116581.783
300102.SZ,20200214,4.44,4.98,4.44,4.98,4.53,0.45,9.9338,452572.68,218069.599
300102.SZ,20200217,5.48,5.48,5.25,5.48,4.98,0.5,10.0402,303418.95,165904.258
300102.SZ,20200218,5.95,6.03,5.81,6.03,5.48,0.55,10.0365,290455.71,173342.165
300102.SZ,20200219,6.63,6.63,6.21,6.63,6.03,0.6,9.9502,718952.13,473471.944
300102.SZ,20200220,7.0,7.29,7.0,7.29,6.63,0.66,9.9548,641334.64,462786.179
300102.SZ,20200221,8.02,8.02,8.02,8.02,7.29,0.73,10.0137,69507.46,55744.982
300102.SZ,20200224,7.51,8.35,7.24,8.2,8.02,0.18,2.2444,1791806.21,1397015.186
300102.SZ,20200225,8.2,9.02,7.75,8.44,8.2,0.24,2.9268,1860538.04,1564283.483
300102.SZ,20200226,7.6,7.6,7.6,7.6,8.44,-0.84,-9.9526,130913.0,99493.88
300102.SZ,20200227,6.84,7.32,6.84,6.84,7.6,-0.76,-10.0,1188011.52,822654.059
300102.SZ,20200228,6.16,6.49,6.16,6.16,6.84,-0.68,-9.9415,1043328.58,646888.822
300102.SZ,20200302,6.24,6.46,5.98,6.3,6.16,0.14,2.2727,918097.8,573783.292
300102.SZ,20200303,6.3,6.93,6.26,6.6,6.3,0.3,4.7619,1225310.37,813270.847
300102.SZ,20200304,6.37,6.74,6.3,6.64,6.6,0.04,0.6061,865234.81,562543.854
300102.SZ,20200305,6.69,7.14,6.51,6.93,6.64,0.29,4.3675,1172429.16,798781.467
300102.SZ,20200306,6.6,6.91,6.47,6.48,6.93,-0.45,-6.4935,833925.86,555331.231
300102.SZ,20200309,6.1,6.2,5.83,5.83,6.48,-0.65,-10.0309,711299.75,420131.358
300102.SZ,20200310,5.7,6.14,5.61,6.09,5.83,0.26,4.4597,638190.74,378705.629
300102.SZ,20200311,6.03,6.26,5.84,5.84,6.09,-0.25,-4.1051,571359.31,345312.961
300102.SZ,20200312,5.9,6.42,5.77,6.42,5.84,0.58,9.9315,368499.95,230153.528
300102.SZ,20200313,6.42,7.06,6.31,6.87,6.42,0.45,7.0093,1482093.16,991842.346
300102.SZ,20200316,6.58,6.69,6.18,6.18,6.87,-0.69,-10.0437,727994.4,459278.548
300102.SZ,20200317,5.9,6.1,5.56,5.76,6.18,-0.42,-6.7961,730131.6,418903.727
300102.SZ,20200318,5.78,5.99,5.46,5.52,5.76,-0.24,-4.1667,595625.12,343195.34
300102.SZ,20200319,5.47,6.07,5.47,6.07,5.52,0.55,9.9638,788698.3,459844.995
300102.SZ,20200320,6.19,6.23,5.8,5.83,6.07,-0.24,-3.9539,595927.38,352808.975
300102.SZ,20200323,5.79,6.09,5.32,5.45,5.83,-0.38,-6.518,553825.43,318021.039
300102.SZ,20200324,5.65,5.7,5.25,5.59,5.45,0.14,2.5688,448471.52,246767.742
300102.SZ,20200325,5.73,5.86,5.57,5.76,5.59,0.17,3.0411,485517.33,276667.757
300102.SZ,20200326,5.65,5.82,5.52,5.55,5.76,-0.21,-3.6458,409871.23,232667.963
300102.SZ,20200327,5.65,5.68,5.36,5.54,5.55,-0.01,-0.1802,345048.81,190809.099
300102.SZ,20200330,5.38,5.39,4.99,4.99,5.54,-0.55,-9.9278,426787.42,215510.549
300102.SZ,20200331,5.06,5.16,4.93,4.93,4.99,-0.06,-1.2024,330072.0,166784.306
300102.SZ,20200401,4.98,5.14,4.93,5.0,4.93,0.07,1.4199,341420.0,172697.201
300102.SZ,20200402,4.96,5.33,4.92,5.3,5.0,0.3,6.0,394752.0,203848.152
300102.SZ,20200403,5.25,5.35,5.19,5.24,5.3,-0.06,-1.1321,302787.0,159301.959
300102.SZ,20200407,5.36,5.4,5.25,5.32,5.24,0.08,1.5267,311299.5,165427.961
300102.SZ,20200408,5.26,5.56,5.22,5.56,5.32,0.24,4.5113,366325.47,197765.515
300102.SZ,20200409,5.5,5.57,5.35,5.39,5.56,-0.17,-3.0576,415464.54,225585.643
300102.SZ,20200410,5.23,5.3,4.98,5.08,5.39,-0.31,-5.7514,405074.16,207293.956
300102.SZ,20200413,5.11,5.11,4.86,4.92,5.08,-0.16,-3.1496,225927.0,111471.985
300102.SZ,20200414,4.97,5.04,4.93,5.03,4.92,0.11,2.2358,202375.75,100952.876
300102.SZ,20200415,5.01,5.09,4.89,4.91,5.03,-0.12,-2.3857,208208.25,104021.003
300102.SZ,20200416,4.84,5.05,4.82,4.97,4.91,0.06,1.222,238619.31,117368.761
300102.SZ,20200417,5.01,5.12,4.91,4.93,4.97,-0.04,-0.8048,253349.56,127170.614
300102.SZ,20200420,4.94,4.94,4.85,4.93,4.93,0.0,0.0,139446.0,68244.753
300102.SZ,20200421,4.91,4.96,4.81,4.94,4.93,0.01,0.2028,170378.51,82987.405
300102.SZ,20200422,4.88,5.01,4.86,4.99,4.94,0.05,1.0121,174185.02,86428.306
300102.SZ,20200423,4.99,5.03,4.91,4.95,4.99,-0.04,-0.8016,177740.36,88245.447
300102.SZ,20200424,4.92,4.99,4.61,4.68,4.95,-0.27,-5.4545,247184.0,117371.961
300102.SZ,20200427,4.68,4.7,4.5,4.52,4.68,-0.16,-3.4188,136026.46,62273.679
300102.SZ,20200428,4.53,4.55,4.15,4.35,4.52,-0.17,-3.7611,199105.09,86416.294
300102.SZ,20200429,4.38,4.52,4.32,4.39,4.35,0.04,0.9195,208755.36,92723.44
300102.SZ,20200430,4.4,4.61,4.4,4.56,4.39,0.17,3.8724,236798.0,107658.523
